t,x_L,x_R
5.42,0.9316299196738415,-0.9470041246269603
5.425,1.0352719519395184,-1.0442925502983247
5.43,1.117194014354814,-1.128686708130848
5.4350000000000005,1.1955973797813149,-1.192042913167456
5.44,1.2451140114214445,-1.2360235800027697
5.445,1.2798592408785459,-1.2678771824645945
5.45,1.2927191823860529,-1.2744541439754968
5.455,1.287573159511832,-1.2662883931260345
5.46,1.250037910794901,-1.234324133485649
5.465,1.2004003194991424,-1.180737004930622
5.47,1.1338582198770735,-1.1117264917809604
5.4750000000000005,1.0445919876043983,-1.021374994987708
5.48,0.9459589094219296,-0.9195319772674859
5.485,0.8299594359908875,-0.7969591321745951
5.49,0.6970743466042986,-0.6705260666886228
5.495,0.5564650459802305,-0.525100553251376
5.5,0.4017056916563639,-0.36841166492911853
5.505,0.2381304062425432,-0.20311262241282171
5.51,0.07493206903074379,-0.03829610863159951
5.515,-0.08425742628567037,0.1174485456261871
5.5200000000000005,-0.2429249946585169,0.2768242563875491
5.525,-0.39700290712869507,0.4334290872385231
5.53,-0.5470961188280313,0.5802734348412004
5.535,-0.6852014639375785,0.7212335276928442
5.54,-0.8158972388845148,0.8505495697997337
5.545,-0.9312487745957101,0.9568341181927972
5.55,-1.0383031707203172,1.0508651427867985
5.555,-1.122530918135073,1.131294246685929
5.5600000000000005,-1.1958675580561515,1.1878729470615985
5.565,-1.2426082717216196,1.2261884471734301
5.57,-1.269721354116349,1.2454888478550055
5.575,-1.273439918853246,1.2502862001760118
5.58,-1.2593377339630596,1.232264107527983
5.585,-1.2290462335349803,1.2025477629090178
5.59,-1.1756638986052872,1.155338810637213
5.595,-1.108667167651176,1.0871458793018198
5.6000000000000005,-1.0261427773469376,1.0021019175232952
5.605,-0.9220665473495011,0.8951925462054976
5.61,-0.8072111696725959,0.7758407206174434
5.615,-0.6731310201164863,0.6512018308883041
5.62,-0.5295737263093357,0.5115131505208576
5.625,-0.38206778917776857,0.36969475129830925
5.63,-0.22842566414091942,0.22099774620267418
5.635,-0.0709746658229278,0.07018147998057156
5.64,0.088414751585952,-0.09342541404009005
5.6450000000000005,0.24774598117668467,-0.2527725403255243
5.65,0.4020309531330051,-0.40103089256820224
5.655,0.5528377700402021,-0.5450364393375494
5.66,0.6941945413996908,-0.6810064722322099
5.665,0.8182061737704751,-0.8066449043132247
5.67,0.932945228975915,-0.9171833784328595
5.675,1.039169077498869,-1.0047479119075124
5.68,1.1264019804159129,-1.0853518545931753
5.6850000000000005,1.192479696582812,-1.1546852716614169
5.69,1.247712172150535,-1.2043911954552644
5.695,1.2872740467767536,-1.2251542273758673
5.7,1.290667905736719,-1.2253352028621673
5.705,1.2791114422831023,-1.2138260510955312
5.71,1.2524186762874534,-1.188918643813604
5.715,1.197234103778293,-1.1382185484264877
5.72,1.1211734949062284,-1.0659358486599755
5.7250000000000005,1.033843316172587,-0.9790682277824416
5.73,0.9222325122896929,-0.8768243873726723
5.735,0.8024253627847174,-0.7589321022517206
5.74,0.6721191814360414,-0.6333152323869734
5.745,0.5341496329141509,-0.49623402347936274
5.75,0.3895856016618334,-0.34836861685022047
5.755,0.23409372031343023,-0.19383710098488857
5.76,0.07234866270487778,-0.038680318336208025
5.765,-0.08894991483763924,0.11276733341081334
5.7700000000000005,-0.2531902350889798,0.2646613709659099
5.775,-0.41345878389772067,0.41661639351626206
5.78,-0.5657025920248645,0.5604027668504978
5.785,-0.715060659163108,0.6943432065705141
5.79,-0.8454621379290016,0.8150456959122919
5.795,-0.9644751083685648,0.9211056346950389
5.8,-1.0669410809695863,1.015181190373204
5.805,-1.1526260618265511,1.1058029507597567
5.8100000000000005,-1.2207245668831468,1.1750857239735288
5.815,-1.267345812063508,1.2236850656678133
5.82,-1.2891262812842748,1.2439679317306018
5.825,-1.3003977718391704,1.2467327377025461
5.83,-1.290159683605884,1.2383648541323427
5.835,-1.2590220919436907,1.2050250404656946
5.84,-1.2029275051077033,1.1522822802930348
5.845,-1.127793195821358,1.084607699281833
5.8500000000000005,-1.042743460640137,1.000312166364876
5.855,-0.9337808062668242,0.8900937507145937
5.86,-0.8110734005651926,0.7701683466141778
5.865,-0.6829914553059139,0.6408136541540396
5.87,-0.5403881703740768,0.497074075984918
5.875,-0.39007181544064307,0.3511569913676488
5.88,-0.23374023747891606,0.1894522079350028
5.885,-0.07455373838565743,0.029814032513628123
5.89,0.08890059325418499,-0.1305080320890708
5.8950000000000005,0.25350194007242793,-0.2859031793898292
5.9,0.40853798997635915,-0.43620164801135997
5.905,0.5620327079963616,-0.582417374061617
5.91,0.7014888361321371,-0.7197828233623408
5.915,0.8264740202169744,-0.8460108488601707
5.92,0.9362002337266813,-0.961761425791306
5.925,1.0427164002109484,-1.056375338934111
5.93,1.129606528988454,-1.1350508379293054
5.9350000000000005,1.1969124393536903,-1.1895231018344938
5.94,1.2447661574066229,-1.2347899148677721
5.945,1.278147755506388,-1.2501503437053763
5.95,1.2871078826942075,-1.2543502609490862
5.955,1.2723577562393995,-1.2387376123586
5.96,1.2369759845812276,-1.1934653450683104
5.965,1.182202431701857,-1.1338288892122759
5.97,1.114050085534016,-1.0619333606534676
5.9750000000000005,1.0247466710089108,-0.972707275499685
5.98,0.921999493657444,-0.8662452719657542
5.985,0.8041300046233771,-0.7456876400292267
5.99,0.6712224141801469,-0.6146365061569126
5.995,0.5224895387078067,-0.4753598250520712
6.0,0.3641557954153358,-0.32633566557670624
6.005,0.21115611303671014,-0.1730136099214867
6.01,0.052511889497130655,-0.015776764421930725
6.015000000000001,-0.10481228938123724,0.13685930664019247
6.0200000000000005,-0.25642002231811123,0.2869869716350825
6.025,-0.41029754714406624,0.44232751647863044
6.03,-0.5609459693970692,0.5856341789723363
6.035,-0.6990916213667075,0.7238158366566102
6.04,-0.8290400746246342,0.8531342735813965
6.045,-0.9451127130708116,0.9684159643408949
6.05,-1.0456931602164046,1.0622156650894221
6.055,-1.1293417431575203,1.1397455383851611
6.0600000000000005,-1.1986103127415553,1.198476050924149
6.065,-1.2451571926978249,1.2418210108167198
6.07,-1.2727801461708734,1.2621386948550108
6.075,-1.2822652840703106,1.2656483951737003
6.08,-1.26491109138549,1.2474576269467696
6.085,-1.2308860578839589,1.2107778028565286
6.09,-1.1748455042196457,1.1480902331467477
6.095,-1.106931783948786,1.0666986942565424
6.1000000000000005,-1.0185945990036611,0.9659665411806373
6.105,-0.919646737102527,0.8585505459550342
6.11,-0.7947916367796694,0.7314681827053737
6.115,-0.6624748197782329,0.5951021492686429
6.12,-0.529662228964403,0.4536650855383081
6.125,-0.37994575636847205,0.3002331290206243
6.13,-0.22247105311180027,0.1407536396693251
6.135,-0.06291690442554308,-0.01871724279597633
6.140000000000001,0.10423898113713025,-0.17824155439553563
6.1450000000000005,0.25530302056927545,-0.3335396948508159
6.15,0.40914347199017903,-0.47747810392279877
6.155,0.5610243560606589,-0.6222734278701266
6.16,0.6975459691433912,-0.7507603430042402
6.165,0.8278818375203435,-0.8752564421428767
6.17,0.9403709418324073,-0.9770629448786753
6.175,1.0396117695173777,-1.0696752970399688
6.18,1.1284650445841884,-1.1466159660062953
6.1850000000000005,1.2008543110535002,-1.1980486935190378
6.19,1.2482463542978706,-1.2327593201501168
6.195,1.269908914443288,-1.2513983150976744
6.2,1.2746810308641203,-1.241835590580193
6.205,1.2555582725613146,-1.2195933067540192
6.21,1.215168603357295,-1.1771777037093623
6.215,1.157702362355802,-1.1174091143401035
6.22,1.0884033141406695,-1.0343449257070447
6.2250000000000005,0.9958101248838593,-0.9379478023283067
6.23,0.8913744160582933,-0.8236351926967608
6.235,0.7661697423318903,-0.6961828022447949
6.24,0.6301515877193666,-0.5589406808331656
6.245,0.48628378708305514,-0.41647391176276727
6.25,0.3336203134767811,-0.26854934938468217
6.255,0.1743056579641266,-0.11554910395175924
6.26,0.013148122067680913,0.04156280315724603
6.265000000000001,-0.1552541332098496,0.19553802691743571
6.2700000000000005,-0.3148380111201462,0.35240653088604873
6.275,-0.46455143728229237,0.5039814120410655
6.28,-0.6099950663449679,0.6407457222284135
6.285,-0.7440155364758962,0.77125492102944
6.29,-0.8664565748797226,0.8909147975644484
6.295,-0.9799111768055221,0.9941519114633974
6.3,-1.06788725166725,1.0806365378845346
6.305,-1.1468220494589048,1.1452571621919427
6.3100000000000005,-1.2130732327911464,1.1953648066054698
6.315,-1.2583933561557437,1.2319198428010552
6.32,-1.278718722795392,1.2451046373907992
6.325,-1.275514194538477,1.245740171740186
6.33,-1.258469248008364,1.2164259162322504
6.335,-1.2213447240968172,1.1650111248678765
6.34,-1.1546264839527043,1.0947311364595549
6.345,-1.0776757148118126,1.015410660292068
6.3500000000000005,-0.9756225476231829,0.9216065605964382
6.355,-0.8658344929598709,0.8052970657624644
6.36,-0.745432728028986,0.6912676039590324
6.365,-0.6074816920754117,0.5569515453430159
6.37,-0.4613105611656298,0.40394558775821326
6.375,-0.31154743249997313,0.24549421888972087
6.38,-0.15612160412740797,0.09176950676918136
6.385,0.004767844289714266,-0.06470733442331948
6.390000000000001,0.16874342889156468,-0.21433160651315605
6.3950000000000005,0.32265307182719494,-0.3681991650330602
6.4,0.47405538627654054,-0.5080444492154924
6.405,0.6185193529724978,-0.647294087483494
6.41,0.7464349364096882,-0.7704275386179108
6.415,0.8738642502895442,-0.8830953343748186
6.42,0.9848572169593754,-0.9912257009278663
6.425,1.0801712458028998,-1.0772031793355594
6.43,1.156165553984229,-1.1475421200659082
6.4350000000000005,1.215272676536353,-1.1970860035374782
6.44,1.2491207363174317,-1.225621387825317
6.445,1.2669291260143185,-1.2383579046606905
6.45,1.2673901898019129,-1.2297631916394032
6.455,1.2476811508547367,-1.2008148764800095
6.46,1.209519186128892,-1.1628438154368823
6.465,1.1515877676990343,-1.092381634540303
6.47,1.0758756609792093,-1.006847013919527
6.4750000000000005,0.9798530262854774,-0.9104791832759308
6.48,0.8691374378980464,-0.7939782724840152
6.485,0.7467264306613375,-0.6706367926825187
6.49,0.6153831795439226,-0.5359424119613189
6.495,0.46278945723950965,-0.39232522972996314
6.5,0.3144082756434893,-0.23811909551662858
6.505,0.15037118946229022,-0.07931087760290634
6.51,-0.007250130542072032,0.07567112451668713
6.515000000000001,-0.17085239579776965,0.2303834827697601
6.5200000000000005,-0.3227772975624098,0.3798744788083298
6.525,-0.4692625508832821,0.5249171380801335
6.53,-0.6115043089130888,0.6568567766405685
6.535,-0.7430017044306573,0.7829900654916103
6.54,-0.866135787459119,0.9010481135895396
6.545,-0.971195095471667,0.9950711291576804
6.55,-1.0633948241419904,1.0785283648270954
6.555,-1.1365237872898695,1.1408431500806109
6.5600000000000005,-1.1981705068765784,1.187940544298817
6.565,-1.237272993432263,1.2104532000464294
6.57,-1.259874131716355,1.226284662692138
6.575,-1.257418333483067,1.2256740344773214
6.58,-1.2384954621745448,1.2013441316688498
6.585,-1.2026331569300268,1.157962666654206
6.59,-1.1421630724814995,1.0958767722429787
6.595,-1.0635954769886953,1.0114149544197135
6.6000000000000005,-0.9726235419247875,0.9064657182941845
6.605,-0.8634231873164843,0.8002298361994437
6.61,-0.7424363191764695,0.6792289871609111
6.615,-0.6058786340447254,0.5445302255044446
6.62,-0.45915972812071965,0.40080200450829173
6.625,-0.30170095690079024,0.2498330254094895
6.63,-0.14801372320649436,0.08227206275550372
6.635,0.010406775556045775,-0.07469507377677004
6.640000000000001,0.17520709457237874,-0.23041773320894382
6.6450000000000005,0.3287723035330998,-0.38496228075755046
6.65,0.4828019551804548,-0.5342019543472923
6.655,0.6268122672894396,-0.6718220263580246
6.66,0.7639920115963483,-0.7976840056698018
6.665,0.8803974769369475,-0.9151534544446801
6.67,0.9882507440851087,-1.0175009229102028
6.675,1.0797598650943592,-1.0989612049385191
6.68,1.1471150222774895,-1.1651710578523942
6.6850000000000005,1.2057059804945343,-1.2124089006893155
6.69,1.2430329306168493,-1.2465511490549712
6.695,1.257629568286243,-1.2529377282652852
6.7,1.2516911501799846,-1.2440607436594089
6.705,1.2292921052952266,-1.2135941344771508
6.71,1.1845252966679418,-1.1649093166406956
6.715,1.129287962478376,-1.100300074550298
6.72,1.0504950926095353,-1.016327880671148
6.7250000000000005,0.9512151195179727,-0.9162355621737118
6.73,0.8378072877211623,-0.806553908949509
6.735,0.7119110916117968,-0.6790585276534806
6.74,0.5719785727937418,-0.542165328275859
6.745,0.4310300466523557,-0.3959893645632479
6.75,0.2825514360319752,-0.2456391777909013
6.755,0.13156193316617087,-0.09041416225310948
6.76,-0.025366881009179266,0.06944326795279661
6.765000000000001,-0.18246004147859168,0.23780856397645503
6.7700000000000005,-0.33503562406397175,0.39352924690958035
6.775,-0.48189886946664884,0.5354599413655342
6.78,-0.6217464851771061,0.6764644812049002
6.785,-0.7539438880435811,0.8080085170468139
6.79,-0.8776290519099789,0.9138304175409341
6.795,-0.9861259376017764,1.0133852188445818
6.8,-1.0824961838000529,1.1001599246092546
6.805,-1.1510890288736155,1.1638180777042118
6.8100000000000005,-1.205434041951375,1.2168103085069137
6.815,-1.2387929278191732,1.2456457702198038
6.82,-1.2559002784865896,1.258985451973886
6.825,-1.2437090806870421,1.254236906099821
6.83,-1.2191848600206439,1.2286035349420015
6.835,-1.1731002001100614,1.1810053758663523
6.84,-1.108794247362912,1.1213067257575038
6.845,-1.0311075051346603,1.0340013124222363
6.8500000000000005,-0.9337235222241962,0.9381237941102428
6.855,-0.8243448201616121,0.8226157114909866
6.86,-0.7024654906432474,0.6918147920013356
6.865,-0.5678741401574086,0.54940767089142
6.87,-0.4221963904038252,0.4104491717322228
6.875,-0.2686160387141045,0.25267853789194783
6.88,-0.11517659385974394,0.09877970530444447
6.885,0.04685302347072739,-0.06678328318289185
6.890000000000001,0.1983812460184078,-0.22470274888844338
6.8950000000000005,0.3560820786007945,-0.3876831476692723
6.9,0.5030731712562742,-0.5285945594564377
6.905,0.6433296009863434,-0.6651957558401527
6.91,0.7719488553309768,-0.7997809756068794
6.915,0.8878768995114318,-0.9153321951863442
6.92,0.9930546468902368,-1.0177759416684524
6.925,1.0838928575454119,-1.1075523998247314
6.93,1.149872036137928,-1.1745066845645173
6.9350000000000005,1.2054621692277483,-1.2257771209220412
6.94,1.241598924499763,-1.2545210556845856
6.945,1.254000041246089,-1.2646378868288768
6.95,1.2525762399053666,-1.2570295385032506
6.955,1.229944203024637,-1.2281525539987284
6.96,1.1827259618475414,-1.1856553644265886
6.965,1.116384247404882,-1.1193393019703393
6.97,1.0368300546503084,-1.032901251007863
6.9750000000000005,0.9401392714390306,-0.9311723997823028
6.98,0.8248737103246666,-0.8143644485645665
6.985,0.7053085174725375,-0.6894682956096756
6.99,0.5678140514912879,-0.5548247760117417
6.995,0.41713520329116843,-0.40613828589022827
7.0,0.26312637273383255,-0.25042569665527853
7.005,0.10254356889734523,-0.0962725174659053
7.01,-0.0590867762225041,0.06904928097030949
7.015000000000001,-0.21105389725587553,0.22538332462733102
7.0200000000000005,-0.3629947989314303,0.3886614258901312
7.025,-0.5166926724851251,0.5379547112827041
7.03,-0.6572848285237863,0.6857088876968503
7.035,-0.7878156019618491,0.8165319257601253
7.04,-0.9030064136685199,0.9329502194950825
7.045,-1.0017063875592267,1.0358414493822603
7.05,-1.0861627959096694,1.117105505290668
7.055,-1.156430147982902,1.1853418148491184
7.0600000000000005,-1.2040370581236974,1.2341938373257841
7.065,-1.2294342199421928,1.2610356767322664
7.07,-1.2378828524426508,1.269504550529591
7.075,-1.2260526570762071,1.25826546505214
7.08,-1.1981738477576207,1.2290594575648797
7.085,-1.1474543990078478,1.1813796591476147
7.09,-1.0820141929262004,1.1119090287962254
7.095,-0.9974575799738146,1.0219144646827938
7.1000000000000005,-0.903188863690128,0.9162436405098745
7.105,-0.7881631487827273,0.7957610973447751
7.11,-0.6632190427980006,0.660605467039997
7.115,-0.5333275413128334,0.5201234434152334
7.12,-0.38701084088526744,0.37536582954988573
7.125,-0.2343677597658736,0.21529838322683248
7.13,-0.07795330533204096,0.05560466442174482
7.135,0.07517022844648649,-0.10189532323749852
7.140000000000001,0.23240727617487913,-0.25987354425099285
7.1450000000000005,0.3861677183368243,-0.4130265436109555
7.15,0.530394999537967,-0.5646586874677191
7.155,0.6643632208033253,-0.6971900220320513
7.16,0.7894856347422475,-0.825030097631979
7.165,0.9015534753205126,-0.9366468794927236
7.17,1.0050978672074795,-1.0337564345208925
7.175,1.0806362376765852,-1.1138203688504364
7.18,1.1472466362141707,-1.1720322686130213
7.1850000000000005,1.2004206923595628,-1.2181320165474026
7.19,1.2329651215168094,-1.2471275228541316
7.195,1.2477762275846358,-1.249017584546289
7.2,1.243406625706337,-1.2319510518318058
7.205,1.2148435131196176,-1.2006777936541453
7.21,1.1648461086425725,-1.146805097588962
7.215,1.1027611630234946,-1.0776877918693062
7.22,1.0143983017595686,-0.9967262924616497
7.2250000000000005,0.9145180088460816,-0.8906635197929543
7.23,0.8022807073942253,-0.7778228311778683
7.235,0.6740275561601468,-0.6444640581825775
7.24,0.531165783264937,-0.5005297538861025
7.245,0.38698730597516573,-0.35624278882626326
7.25,0.23554881384977516,-0.20710280120321842
7.255,0.07806465414871651,-0.046459344654160205
7.26,-0.08207070841132101,0.10771833074894632
7.265000000000001,-0.2376479233209962,0.2605713665222446
7.2700000000000005,-0.39496525083086875,0.411160205154227
7.275,-0.5431106602342245,0.5544137187924566
7.28,-0.6792637083824263,0.6935921389675425
7.285,-0.8101395485306598,0.818647401560266
7.29,-0.9277085871443049,0.9346059681107692
7.295,-1.0263701342062626,1.028554570251151
7.3,-1.1079570959342981,1.1092769624660188
7.305,-1.1777007832037643,1.1727576476736374
7.3100000000000005,-1.2240872704388772,1.2213213637901301
7.315,-1.2530023502025467,1.247715154950006
7.32,-1.2589468118131486,1.2534568396070436
7.325,-1.2509730550827771,1.2386297634002883
7.33,-1.2250658069649418,1.2012294099303527
7.335,-1.1804101717967368,1.1458563792417682
7.34,-1.1130220476471542,1.0715366496695715
7.345,-1.0269189657217437,0.9863779636489631
7.3500000000000005,-0.9175235413717976,0.8801860381205919
7.355,-0.8105322065222046,0.7582028183123314
7.36,-0.6798415432721123,0.6288719361662791
7.365,-0.5445843132561428,0.4911358494239355
7.37,-0.39686933226241394,0.3396820679001539
7.375,-0.24904385659331313,0.1826107125089847
7.38,-0.08672700642143381,0.020644650856331923
7.385,0.06681904449495084,-0.14389699590260568
7.390000000000001,0.22635361807631563,-0.2950988093991413
7.3950000000000005,0.3800482845586214,-0.4399965159801009
7.4,0.5267275063610635,-0.5878665240458544
7.405,0.6652229047549424,-0.7208371663293096
7.41,0.7907275887930072,-0.8485241540782257
7.415,0.9087926895135268,-0.9536366864801362
7.42,1.0102041348571054,-1.0442521019257496
7.425,1.0986538394766983,-1.1240090442177828
7.43,1.1741592998680503,-1.1854215045053555
7.4350000000000005,1.226478273385665,-1.2280562699285757
7.44,1.2619253138003712,-1.2509745598601405
7.445,1.2733868142788267,-1.2489415807286346
7.45,1.2680557980260019,-1.2335450692947458
7.455,1.2409424388622543,-1.2010736100850457
7.46,1.1965898831072312,-1.1423642813129027
7.465,1.131773806554444,-1.0685116574073246
7.47,1.052796740607446,-0.9756423721121606
7.4750000000000005,0.9477331081072252,-0.8639687628797266
7.48,0.8312977864519665,-0.7515161879499279
7.485,0.7046485803043435,-0.6157214978739158
7.49,0.5634710635980149,-0.46991445256362563
7.495,0.4152114445217043,-0.32401273904424505
7.5,0.2563241896354866,-0.1670106937742696
7.505,0.09478948255007293,-0.011715750962547823
7.51,-0.07424224106566717,0.15508834122955464
7.515000000000001,-0.23535406097057343,0.30485175196836944
7.5200000000000005,-0.3901513344764526,0.45195723312410946
7.525,-0.5418452663997063,0.5922285610738726
7.53,-0.6881096304134215,0.7249551426504003
7.535,-0.8166697004508464,0.8460608013930963
7.54,-0.9311014795297827,0.9514777490896956
7.545,-1.0289270374955444,1.0485755819510232
7.55,-1.1218847180332494,1.1224513875641888
7.555,-1.1997473966618972,1.1780798753994925
7.5600000000000005,-1.2522172746491822,1.218447332950652
7.565,-1.2866013837454706,1.243702327769878
7.57,-1.2999950961218625,1.2422514483899743
7.575,-1.29343058526712,1.2229304106586802
7.58,-1.2698020853666117,1.1869527545560414
7.585,-1.2203528211753796,1.1270863052339242
7.59,-1.153086395326441,1.0505841120215829
7.595,-1.0665771973467126,0.9534772490231911
7.6000000000000005,-0.9668553669661791,0.8479313866654843
7.605,-0.8523923308843486,0.7304941272323063
7.61,-0.7205245513056792,0.5963709829373306
7.615,-0.5767427925992764,0.45936773873334213
7.62,-0.42512089362420263,0.31182741776204587
7.625,-0.2642584338323238,0.15915107056679506
7.63,-0.09350214881688385,-0.005597057200050037
7.635,0.06772524185176196,-0.16780225642922594
7.640000000000001,0.23082738107293657,-0.318545675468247
7.6450000000000005,0.3924552687167574,-0.4671945388180463
7.65,0.5480664192487866,-0.6162473097510797
7.655,0.6954985703267802,-0.7463911536588356
7.66,0.8321733399317373,-0.8634988264856424
7.665,0.9559195455223222,-0.9683704848119237
7.67,1.0564002201509062,-1.0604640277508535
7.675,1.1390985896874515,-1.1328832394904407
7.68,1.2129582904824388,-1.1919725268012422
7.6850000000000005,1.2682214343440519,-1.231304638667145
7.69,1.299009886966382,-1.250381614270556
7.695,1.3110263318757431,-1.2534792111331778
7.7,1.2981377466909667,-1.2332157610521808
7.705,1.2694204674634533,-1.1936933502671565
7.71,1.2216759319347335,-1.139015161888701
7.715,1.1479235204984712,-1.0671134080171512
7.72,1.060484147826542,-0.9723974282226884
7.7250000000000005,0.952268868567436,-0.8670507687195661
7.73,0.8293755587230175,-0.7453116604196386
7.735,0.6925401747100018,-0.608506812363391
7.74,0.5463195180582202,-0.4616936853337221
7.745,0.39693151317662445,-0.30447581383757605
7.75,0.24158026431225885,-0.14700200433717903
7.755,0.07690669819236798,0.00937153293368185
7.76,-0.08509662890057167,0.17210556794154103
7.765000000000001,-0.2494119244142519,0.32626329672417553
7.7700000000000005,-0.4081288006949851,0.47570858313711833
7.775,-0.5576222870631172,0.6137469914449111
7.78,-0.7019945365320416,0.7481312238362984
7.785,-0.8300225598277186,0.8730246371280463
7.79,-0.9494254537658016,0.9774465680043062
7.795,-1.0534825338987377,1.0690522488141108
7.8,-1.133906624657398,1.148351379186375
7.805000000000001,-1.1973132591842603,1.2061525994287128
7.8100000000000005,-1.239428239425394,1.2463741810869293
7.815,-1.270114209962521,1.26447014318633
7.82,-1.2791753105746413,1.2601211586252266
7.825,-1.27088033207173,1.2367855849637943
7.83,-1.2404960948548385,1.1866347933666448
7.835,-1.190594917373529,1.1209657382158136
7.84,-1.1180879378568767,1.038719521741674
7.845,-1.0298804383232596,0.9391322807965289
7.8500000000000005,-0.9307143637261215,0.8286067049061703
7.855,-0.8059120344918116,0.7027272054809396
7.86,-0.6713581965329397,0.5656098637587553
7.865,-0.5196511586513738,0.42143625090730114
7.87,-0.3729586120105645,0.27047536532321836
7.875,-0.21994214411276022,0.11152637816913033
7.88,-0.0657276693112723,-0.04145446472860273
7.885,0.09492184506721917,-0.19368265438122007
7.890000000000001,0.2583571590189394,-0.3408769940936618
7.8950000000000005,0.4080229870332936,-0.4876663367979177
7.9,0.5564463996578114,-0.6254795194445091
7.905,0.6968394723979086,-0.7549630122044637
7.91,0.8292226497218331,-0.8719910429486096
7.915,0.9392811080684165,-0.9731720546671428
7.92,1.0387876991202156,-1.0625599082670236
7.925,1.1242255055512347,-1.1391351941893282
7.930000000000001,1.1898461070555115,-1.1953369626400263
7.9350000000000005,1.239602362122609,-1.2313565625002811
7.94,1.2629563977385347,-1.2510506338888348
7.945,1.2673832944717527,-1.2475975663859165
7.95,1.2573084286122542,-1.2301485003529877
7.955,1.2162622381690067,-1.18354033032765
7.96,1.1682347622849283,-1.1225430178642122
7.965,1.101205862635299,-1.0439388891569763
7.97,1.0082065845111707,-0.9432253738411882
7.9750000000000005,0.9036285089610863,-0.8320185854120307
7.98,0.790656894567594,-0.7106172199830261
7.985,0.6596612990740974,-0.5760646933439388
7.99,0.5227181751202122,-0.43494853148724477
7.995,0.3755966381987574,-0.2848270071063789
